,year,newchannelid,sold_to,sold_to_name,addrl1,city,zip,mat_class,slsid,slsname,revenue,License No.
92602,2022,IR,359877,NEWPORT QUICK STOP LIQUOR,4921 NEWPORT AVE,SAN DIEGO,92107,Total,BR9,Rosana Hin,3363.8,616521
92603,2022,IR,359881,LARRYS LIQUOR JR MARKET,204 AVENIDA VAQUERO # G,SAN CLEMENTE,92672,Total,BQ8,Brian Reilly,14077.87,579131
92604,2022,IR,359883,CASTRO VALLEY NATURAL GROCERY,3295 CASTRO VALLEY BLVD,CASTRO VALLEY,94546,Total,JS4,April Lopez,27673.82,614767
92605,2022,IR,359885,LUCKY LIQUOR,5469 ALHAMBRA AVE,LOS ANGELES,90032,Total,BPC,Margaret Williamson,7123.43,614366
92606,2022,IR,359887,PATS LIQUOR,12392 BROOKHURST ST,GARDEN GROVE,92840,Total,BQA,Derrek Wilkinson,704.22,600507
92607,2022,IR,359891,FAIRMOUNT SUPER MERCADO,3086 FAIRMOUNT AVE,SAN DIEGO,92105,Total,BRB,Jesse Palmer,1500,327630
92608,2022,IR,359892,MG LIQUOR & DELI,5865 MISSION GORGE RD,SAN DIEGO,92120,Total,BR8,Wessam E Kamel,7003.38,577195
92609,2022,IR,359903,LIQUOR MART,6023 MELROSE AVE,LOS ANGELES,90038,Total,BPA,Mark Goldfarb,30227.94,616453
92610,2022,IR,359904,LIQUOR CENTER,861-1/2 N WESTERN AVE,LOS ANGELES,90029,Total,BPA,Mark Goldfarb,2158.9,593327
92611,2022,IR,359909,COUNTRY SQUIRE MARKET,21717 DEVONSHIRE ST,CHATSWORTH,91311,Total,BP7,Daniel Krausz,963.7,387660
92612,2022,IR,359911,KEY MARKET LIQUOR,3041 S BRISTOL ST,SANTA ANA,92704,Total,BQA,Derrek Wilkinson,826.41,614672
92613,2022,IR,359915,THE WINE CLUB,1555 BURKE AVE UNIT N,SAN FRANCISCO,94124,Total,JR5,Roberta Lafrance,11037.74,615081
92614,2022,IR,359920,MCHENRY 76 & FOOD MARKET,2201 MCHENRY AVE,MODESTO,95350,Total,JI2,Tom Nunes,-2.84217E-14,567143
92615,2022,IR,359933,CHEERS WINE & LIQUOR,9415 N FORT WASHINGTON,FRESNO,93730,Total,JI3,House-Ji3,3570.13,604050
92616,2022,IR,359945,BEV BOX SAN PABLO,2100 23RD ST,SAN PABLO,94806,Total,JS3,Tri Pho,21393.2,602630
92617,2022,IR,359947,MIRAGE WINE & LIQUOR,2781 N PALM CANYON DR,PALM SPRINGS,92262,Total,BR5,Jose Arciga,42415.7,616679
92618,2022,IR,359948,MR BJ'S LIQUOR,901 S CATALINA AVE,REDONDO BEACH,90277,Total,BQ6,Alicia Ajolo,6538.47,616953
92619,2022,IR,359950,THE LOCAL BOTTLE SHOP,13530 POMERADO RD,POWAY,92064,Total,BR3,Jeffrey Bowler,8552.16,615145
92620,2022,IR,359955,STATE STREET LIQUOR MART,619-21 W STATE ST,REDLANDS,92373,Total,BR6,James Baray,3532.76,613013
92621,2022,IR,359958,WHOLE FOODS SHM #10671,14311 VENTURA BLVD,SHERMAN OAKS,91423,Total,BP7,Daniel Krausz,134587.76,609947
92622,2022,IR,359962,DOWNEY LIQUOR,7617 - 7619 FIRESTONE BL,DOWNEY,90241,Total,BQ1,Ryan Younkers,13794.98,615275
92623,2022,IR,359963,FAYARD WINES / AZUR WINES,2238 1ST AVENUE,NAPA,94558,Total,JS1,Yvette Sanchez,18480,563201
92624,2022,IR,359979,SAN DIEGO WINE & SPIRITS,2244 SAN DIEGO AVE STE A,SAN DIEGO,92110,Total,BRB,Jesse Palmer,10209.24,562960
92625,2022,IR,359982,PRIME NOW MAB4,5101 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,Total,30A,Debra Defarcy,46832.59,615691
92626,2022,IR,359986,BEVBOX SOUTH VALLEJO,540 BENICIA RD,VALLEJO,94590,Total,JS1,Yvette Sanchez,13236.58,604209
92627,2022,IR,359990,REAL-TIME DEALS,1250 S LYON ST,SANTA ANA,92705,Total,BQ0,Kelley Burr,46259.4,
92628,2022,IR,359992,BRISTOL FARMS - SANTA BARBARA,3855 STATE ST,SANTA BARBARA,93105,Total,BP2,Joey Forner,47393.06,607832
92629,2022,IR,359994,LIQUORAMA,901 W FOOTHILL BLVD STE,UPLAND,91786,Total,BR6,James Baray,359579.75,617872
92630,2022,IR,360022,GENOVA LIQUOR STORE,742 E 7TH ST,LONG BEACH,90813,Total,BQ3,Dan Cote,894.4,573665
92631,2022,IR,360023,EPICUREAN TRADER THE,465 HAYES STREET,SAN FRANCISCO,94102,Total,JR5,Roberta Lafrance,684.36,602484
92632,2022,IR,360024,PLAZA WINE AND SPIRITS,27130 SHADEL RD,MENIFEE,92586,Total,BR6,James Baray,5286.85,595342
92633,2022,IR,360029,MERCHANT OF WINE,2540 CORPORATE PL STE B1,MONTEREY PARK,91754,Total,BQ4,Megan Mcloone,5951.52,622499
92634,2022,IR,360040,ELROY'S FINE FOODS,15 SOLEDAD DR,MONTEREY,93940,Total,JT6,Tyler Salmonsen,1325.46,606587
92635,2022,IR,360042,DUBLIN LIQUOR & WINE,4562 DUBLIN BLVD,DUBLIN,94568,Total,JS6,Rhiannon Carroll,5179.28,562609
92636,2022,IR,360044,YREKA TRUCK STOP,787 MONTAGUE RD,YREKA,96097,Total,624,Scott Sullwold,13077.39,612827
92637,2022,IR,360045,PRIME NOW MAE6,15225 WHITTIER BLVD,WHITTIER,90603,Total,30A,Debra Defarcy,11556.8,617974
92638,2022,IR,360052,LATHROP LIQUORS,15326 S HARLAN RD,LATHROP,95330,Total,JH2,Steven Link,17516.8,534319
92639,2022,IR,360057,BOBS DISCOUNT LIQUORS #5,757 S WOLFE RD,SUNNYVALE,94086,Total,JT4,Lara Nevin,2994,590678
92640,2022,IR,360059,BROADWAY LIQUOR MART #2,7089 N MARKS AVE STE 111,FRESNO,93711,Total,JI3,House-Ji3,1770.6,605285
92641,2022,IR,360061,LELAND MARKET,65 LELAND AVE,SAN FRANCISCO,94134,Total,JT1,Justin Koury,374.28,551402
92642,2022,IR,360063,ONE STOP MARKET,2561 NEWHALL ST,SANTA CLARA,95050,Total,JT7,James Rinfret,5437.43,609345
92643,2022,IR,360066,VALERO AIRPORT,300 S AIRPORT BLVD,SOUTH SAN FRANCI,94080,Total,JT1,Justin Koury,3995.76,616590
92644,2022,IR,360068,SEAPORT MARKET,817 W HARBOR DR STE C5-E,SAN DIEGO,92101,Total,BR8,Wessam E Kamel,3483.51,625696
92645,2022,IR,360079,VENTURA WINE COMPANY + 360119,4435 MCGRATH ST STE 301-,VENTURA,93003,Total,BP1,Daniel Bloomgren,3950.23,615357
92646,2022,IR,360104,GOLDEN STOP LIQUOR,19927 GOLDEN VALLEY ROAD,SANTA CLARITA,91321,Total,BP8,Justin Crane,18336.83,618494
92647,2022,IR,360105,NEWPORT WINE & SPIRITS,3537 E COAST HWY,NEWPORT BEACH,92625,Total,BQ8,Brian Reilly,79736.47,617811
92648,2022,IR,360116,PLAZA WINE AND SPIRITS,1525 MESA VERDE DR. EAST,COSTA MESA,92626,Total,BQ9,Rick Lent,5315.26,582446
92649,2022,IR,360117,SAVE MORE MARKET,7128 HUGHSON AVE,HUGHSON,95326,Total,JI2,Tom Nunes,1467,621500
92650,2022,IR,360119,THE CAVE + 360079,4435 MCGRATH ST STE 301,VENTURA,93003,Total,BP1,Daniel Bloomgren,48038.53,615357
92651,2022,IR,360130,GREAT AMERICAN INTL SEAFOOD MA,31224-31226 PALOS VERDES,RANCHO PALOS VER,90275,Total,BQ6,Alicia Ajolo,16370.7,616791
92652,2022,IR,360133,DUFFYS LIQUOR,2182 NORTH ST,ANDERSON,96007,Total,624,Scott Sullwold,2009.63,612610
92653,2022,IR,360141,SUNRISE FOOD & LIQOUR,2271 SUNRISE BLVD STE D,GOLD RIVER,95670,Total,JS2,Donald Morisi,3363.75,615550
92654,2022,IR,360159,CLARK LIQUOR,1750 CLARK AVE,LONG BEACH,90815,Total,BQ3,Dan Cote,5143.7,617505
92655,2022,IR,360165,MIRAGE GAS COMPANY,755 PALM CANYON DR,BORREGO SPRINGS,92004,Total,BR5,Jose Arciga,1559.2,610200
92656,2022,IR,360180,BAR SUPPLY INC,2367 W. 208TH ST. STE 2,TORRANCE,90501,Total,BQ3,Dan Cote,480,
92657,2022,IR,360183,PRIME NOW USF4,455 VALLEY DR,BRISBANE,94005,Total,JX8,Paul Stroth,48369.55,616837
92658,2022,IR,360194,BENS GENERAL STORE,5218 S SANTA FE AVE,VERNON,90058,Total,BQ1,Ryan Younkers,1873.03,610097
92659,2022,IR,360200,BLUE OVAL,1025 NORD AVENUE,CHICO,95926,Total,624,Scott Sullwold,0,613401
92660,2022,IR,360205,MONO MARKET,51303 HWY 395/MAIN ST,LEE VINING,93541,Total,34D,Lauren Jenks,33912.32,616282
92661,2022,IR,360210,BL QUALITY MEATS,720 S DEMAREE ST,VISALIA,93277,Total,JI3,House-Ji3,9825,518986
92662,2022,IR,360227,CHOICE LIQUOR,14044 WHITTIER BLVD,WHITTIER,90605,Total,BQ1,Ryan Younkers,5497.81,606437
92663,2022,IR,360231,SHOWCASE WINE & SPIRITS,1390-92 N LAKE AVE,PASADENA,94404,Total,BPC,Margaret Williamson,6770.9,604065
92664,2022,IR,360246,GLENDALE LIQUOR,1309-1311 E COLORADO ST,GLENDALE,91205,Total,BP8,Justin Crane,38355.6,614097
92665,2022,IR,360247,WHOLE FOODS SVL #10707,150 E MCKINLEY AVE STE 1,SUNNYVALE,94086,Total,JT4,Lara Nevin,20189.18,600311
92666,2022,IR,360247,WHOLE FOODS SVL #110707,150 E MCKINLEY AVE STE 1,SUNNYVALE,94086,Total,JT4,Lara Nevin,105803.05,600311
92667,2022,IR,360256,CHRIS MARKET,3402 MYRTLE AVE,SAN DIEGO,92104,Total,BRB,Jesse Palmer,10835.98,618273
92668,2022,IR,360271,FRAZIER FARMS,8401 FLETCHER PKWY,LA MESA,91942,Total,BR1,Kevin Shelton,54053.34,618688
92669,2022,IR,360275,EREWHON/NOWHERE SILVER LAKE LL,4121 SANTA MONICA BLVD,LOS ANGELES,90029,Total,BPB,Jason Tragni,23384.81,610962
92670,2022,IR,360276,VUCKO'S LIQUOR AND GROCERY,1585 MERIDIAN AVE,SAN JOSE,95125,Total,JT4,Lara Nevin,1791.16,616940
92671,2022,IR,360292,THATS IT MARKET,2699 MISSION ST,SAN FRANCISCO,94110,Total,JR5,Roberta Lafrance,4551.48,328175
92672,2022,IR,360312,VERDUGO MARKET 4,300 BEAR MOUNTAIN BLVD,ARVIN,93203,Total,30W,Hannah Di Francesco,634.95,559814
92673,2022,IR,360318,TORI LIQUOR,7300 SEPULVEDA BLVD,VAN NUYS,91405,Total,BP7,Daniel Krausz,2088.33,572743
92674,2022,IR,360330,HAPPY'S LIQUOR,12810 PHILADELPHIA ST,WHITTIER,90601,Total,BQ1,Ryan Younkers,24870.93,617457
92675,2022,IR,360331,CROWN EMPIRE LIQUOR,1125 VICTORIA ST STE S,COSTA MESA,92627,Total,BQ9,Rick Lent,3904.69,618039
92676,2022,IR,360334,UNDERGROUND CELLARS,1166 COMMERCE BLVD,AMERICAN CANYON,94503,Total,706,Karin Sandberg,47253.02,634167
92677,2022,IR,360369,KEG N BOTTLE - RANCHO SANTA FE,16079 SAN DIEGUITO RD ST,RANCHO SANTA FE,92091,Total,BR8,Wessam E Kamel,173269.3,618459
92678,2022,IR,360370,OXNARD SHORE BOTTLE SHOP,1035 HARBOR BLVD,OXNARD,93035,Total,BP1,Daniel Bloomgren,2261,617877
92679,2022,IR,360373,GROG SHOP,10211 COLIMA RD,WHITTIER,90603,Total,BQ1,Ryan Younkers,3357.56,618232
92680,2022,IR,360377,GOOD2GO SPIRIT & CURRY,2536 SANTA CLARA AVE,ALAMEDA,94501,Total,JS4,April Lopez,5775.54,621062
92681,2022,IR,360378,WILDHAVEN SONOMA,2411 ALEXANDER VALLEY RD,HEALDSBURG,95448,Total,JR2,Brenda Anderson,5022.93,617152
92682,2022,IR,360389,BUTCHER & BOOZE,305 N CENTRAL AVE,GLENDALE,91203,Total,BP4,Michael Smith,41365.33,615735
92683,2022,IR,360395,JACKS LIQUOR,910 OAKDALE RD,MODESTO,95355,Total,JH2,Steven Link,19033.91,617270
92684,2022,IR,360401,SIERRA LIQUOR JR MARKET,17800 SIERRA HWY,SANTA CLARITA,91351,Total,BP8,Justin Crane,9257.3,383294
92685,2022,IR,360421,JOHNNY'S LIQUOR,2615 FAIR OAKS AVE,ALTADENA,91001,Total,BPC,Margaret Williamson,3632.5,618589
92686,2022,IR,360422,NAPA VALLEY WINERY EXCHANGE,415 TAYLOR ST,SAN FRANCISCO,94102,Total,JR5,Roberta Lafrance,6780,618898
92687,2022,IR,360431,LAKESIDE WINE & SPIRITS,32123 LINDERO CANYON RD,WESTLAKE VILLAGE,91361,Total,BP1,Daniel Bloomgren,6328.77,618382
92688,2022,IR,360432,MAC'S SMOKE SHOP,534 EMERSON ST,PALO ALTO,94301,Total,JT4,Lara Nevin,4994.62,618221
92689,2022,IR,360436,NELSON LIQUOR,300 N SUNSET AVE,LA PUENTE,91744,Total,BR4,Chandra Pulicari,7130.14,520524
92690,2022,IR,360457,M & M LIQUOR MARKET,15661 MAUNA LOA ST #A-C,HESPERIA,92345,Total,BR4,Chandra Pulicari,2701.08,605176
92691,2022,IR,360460,ADIN SUPPLY CO,104 N MAIN ST #65,ADIN,96006,Total,624,Scott Sullwold,476.2,616557
92692,2022,IR,360467,CORDIAL CELLAR & LOUNGE,3295 CASTRO VALLEY BLVD,CASTRO VALLEY,94546,Total,JS3,Tri Pho,38775.12,636431
92693,2022,IR,360468,KRISP OB,4976 NEWPORT AVE,SAN DIEGO,92107,Total,BR9,Rosana Hin,8535.99,621452
92694,2022,IR,360481,PRIME NOW MAC2,1100 S HARBOR BLVD,FULLERTON,92832,Total,30A,Debra Defarcy,13399.04,618187
92695,2022,IR,360486,HALF WIT WINES,41025 ANNAPOLIS RD,SEA RANCH,95497,Total,JR4,House-Jr4,4389,580111
92696,2022,IR,360508,GOLDEN HILL MOBIL,2401 GOLDEN HILL RD,PASO ROBLES,93446,Total,BP3,House-Bp3,7704.84,426995
92697,2022,IR,360513,CENTER MARKET,590 PALM CANYON DR STE 3,BORREGO SPRINGS,92004,Total,BR5,Jose Arciga,4979.36,608529
92698,2022,IR,360533,GRAPE PRESS LIQUOR,24011 MARGUERITE PKWY,MISSION VIEJO,92692,Total,BQ8,Brian Reilly,17841.43,619333
92699,2022,IR,360537,GUS'S COMMUNITY MARKET,2200 JERROLD AVE STE A,SAN FRANCISCO,94110,Total,JR5,Roberta Lafrance,55558.56,556697
92700,2022,IR,360542,INFINIUM WINES & SPIRITS,8285 E SANTA ANA CANYON,ANAHEIM,92808,Total,BQA,Derrek Wilkinson,3918.3,621019
92701,2022,IR,360542,INFINIUM WINES & SPIRITS 3447,8285 E SANTA ANA CANYON,ANAHEIM,92808,Total,BQA,Derrek Wilkinson,1895.66,621019
92702,2022,IR,360547,B-2 MARKET,1002 E AVENUE R,PALMDALE,93550,Total,BP8,Justin Crane,1476.95,526588
92703,2022,IR,360549,MGA LIQUOR,23342 VALENCIA BLVD,SANTA CLARITA,91355,Total,BP8,Justin Crane,3575.67,609393
92704,2022,IR,360562,GOOD EGGS,2000 MARITIME ST BLDG 2,OAKLAND,94607,Total,JS4,April Lopez,24175.55,616931
92705,2022,IR,360564,MAINLAND MARKET & PRODUCE,5601 GEARY BLVD,SAN FRANCISCO,94121,Total,JR7,House-Jr7,4541.71,619328
92706,2022,IR,360565,COSMO LIQUOR,23818 MERCURY RD,LAKE FOREST,92630,Total,BQ8,Brian Reilly,9336.03,612044
92707,2022,IR,360568,RANCHO LIQUOR and 318142,28322 OLD TOWN FRONT ST,TEMECULA,92590,Total,BR3,Jeffrey Bowler,53533.09,621871
92708,2022,IR,360570,RED WAVE LIQUOR,2633 E SHAW AVE STE 105,FRESNO,93710,Total,JI3,House-Ji3,1145.41,540115
92709,2022,IR,360572,TERRAZZA MARKET,222 W RIVER RD STE F,RIPON,95366,Total,JH2,Steven Link,8512.68,606091
92710,2022,IR,360573,S & S FAST & EASY,3200 WILLOW PASS RD,CONCORD,94519,Total,JS3,Tri Pho,5186.71,620052
92711,2022,IR,360574,MELROSE LIQUOR MARKET,4803 MELROSE AVE,LOS ANGELES,90029,Total,BPA,Mark Goldfarb,4407.56,618055
92712,2022,IR,360576,LIQUOR LAND,2800 MCHENRY AVE STE 1,MODESTO,95350,Total,JI2,Tom Nunes,5074.39,614185
92713,2022,IR,360581,MODESTO LIQUOR,1210 TULLY RD,MODESTO,95350,Total,JI2,Tom Nunes,2238.95,614501
92714,2022,IR,360599,CHERRY LIQUORS,1443 BIRD AVE,SAN JOSE,95125,Total,JT3,Darik Storch,14132.58,621581
92715,2022,IR,360606,JUICEFLY,10725 JEFFERSON BLVD,CULVER CITY,90230,Total,BV1,Allison Hatch,7729.54,617378
92716,2022,IR,360608,FLYERS,8714 SAN REMO DR,HILMAR,95324,Total,JI2,Tom Nunes,6576.33,616480
92717,2022,IR,360610,FAT BOY LIQUOR & MARKET/ 34740,3580 W TEMPLE AVE UNIT A,POMONA,91768,Total,BR4,Chandra Pulicari,7793.8,622581
92718,2022,IR,360611,PINE CENTER LIQUOR,4640 PINE ST,RIVERSIDE,92501,Total,BR6,James Baray,1855.71,616498
92719,2022,IR,360612,SAMCO #2,3300 WHITE LN,BAKERSFIELD,93309,Total,30W,Hannah Di Francesco,3528,473994
92720,2022,IR,360613,DIANA MARKET NO. 2,282 9TH ST,SAN FRANCISCO,94103,Total,JR4,House-Jr4,239.85,164184
92721,2022,IR,360614,SIP N NIP MARKET,27792 ALISO CREEK RD STE,ALISO VIEJO,92656,Total,BQ8,Brian Reilly,14905.78,616653
92722,2022,IR,360616,GRAND MARKET,1702 LINCOLN AVE,ALAMEDA,94501,Total,JS4,April Lopez,6696.5,618948
92723,2022,IR,360620,JOSHUA TREE BOTTLESHOP,61707 29 PALMS HWY,JOSHUA TREE,92252,Total,BR5,Jose Arciga,43463.49,618822
92724,2022,IR,360622,WINE RACK LIQUORS & FOOD,1375 BLOSSOM HILL RD STE,SAN JOSE,95118,Total,JT7,James Rinfret,4701.71,618207
92725,2022,IR,360630,COLUMBIA MERCANTILE 1855,11245 JACKSON ST,COLUMBIA,95310,Total,JH2,Steven Link,7976.92,592854
92726,2022,IR,360637,STARR SPIRITS,499 MONTEREY BLVD,SAN FRANCISCO,94127,Total,JR5,Roberta Lafrance,103197.31,621793
92727,2022,IR,360643,SOUTH BAY ARCO,2290 CORONADO AVE,SAN DIEGO,92154,Total,BR8,Wessam E Kamel,92690.49,602728
92728,2022,IR,360644,HAIGHT BOURBON SHOP,378 FILLMORE ST,SAN FRANCISCO,94117,Total,JR7,House-Jr7,6607.28,620349
92729,2022,IR,360653,BUCKINGHAM WINES & SPIRITS,3293 LAKESHORE AVE,OAKLAND,94610,Total,JS5,Lauren Huffaker,45112.45,621711
92730,2022,IR,360654,WEST VIEW CRAFT BEER & CELLAR,14055 GOLDENWEST ST,WESTMINSTER,92683,Total,BQ3,Dan Cote,22844.4,624823
92731,2022,IR,360655,DUNES MARKET,130 GENERAL STILWELL DR,MARINA,93933,Total,JT6,Tyler Salmonsen,6299.39,629679
92732,2022,IR,360658,FOXY AUTO CENTER INC,42132 BIG BEAR BLVD,BIG BEAR LAKE,92315,Total,BR5,Jose Arciga,1176,582046
92733,2022,IR,360659,PRIME NOW MAG1,6855 S LA CIENEGA BLVD,LOS ANGELES,90045,Total,30A,Debra Defarcy,30047.12,621318
92734,2022,IR,360670,OLD TOWN LIQUOR,9655 ELK GROVE FLORIN BL,ELK GROVE,95624,Total,JS2,Donald Morisi,1554.95,553064
92735,2022,IR,360677,PARTY TIME LIQUOR,6031 ATLANTIC AVE,LONG BEACH,90805,Total,BQ3,Dan Cote,4434.15,427259
92736,2022,IR,360679,FARMERS MARKET & LIQUOR 3,2201 BROADWAY,SAN DIEGO,92102,Total,BR8,Wessam E Kamel,6237.59,569604
92737,2022,IR,360682,MLS MINI MART #2,3570 HOMESTEAD RD,SANTA CLARA,95051,Total,JT4,Lara Nevin,1348.92,621612
92738,2022,IR,360684,EZ MART,1302 W WALNUT AVE,VISALIA,93277,Total,JI3,House-Ji3,1102.54,605836
92739,2022,IR,360689,HALF MOON BAY WINE & CHEESE CO,421 MAIN ST,HALF MOON BAY,94019,Total,JT1,Justin Koury,14382.16,621654
92740,2022,IR,360690,7- STAR LIQUOR & MARKET,4217 W 3RD ST,LOS ANGELES,90020,Total,BPB,Jason Tragni,20303.81,612004
92741,2022,IR,360692,POINTSIDE MEAT SHOP,915 41ST AVE,SANTA CRUZ,95062,Total,JT5,Jessee Warren,854.4,619985
92742,2022,IR,360694,LIQUOR WORLD,3430 TULLY RD STE 54,MODESTO,95350,Total,JH2,Steven Link,14970.92,619793
92743,2022,IR,360696,MIKES LIQUOR & MARKET,907 S COAST HWY,OCEANSIDE,92054,Total,BR3,Jeffrey Bowler,9426.92,619242
92744,2022,IR,360701,PACIFIC AUCTION COMPANY,1970 5TH ST STE A,DAVIS,95616,Total,33V,Travis Swafford,40967.38,616992
92745,2022,IR,360705,NUGGET MARKET #10,1509 BLUE OAKS BLVD,ROSEVILLE,95747,Total,JS7,Addison Morphy,59327.43,618149
92746,2022,IR,360716,VEECO FOOD STORE,1500 S EUCLID ST,ANAHEIM,92802,Total,BQA,Derrek Wilkinson,787.9,595882
92747,2022,IR,360719,OC BOTTLE SHOP,5362 LINCOLN AVE,CYPRESS,90630,Total,BQ3,Dan Cote,71795.8,618054
92748,2022,IR,360725,WINE + EGGS,3129 1/2 GLENDALE BLVD,LOS ANGELES,90039,Total,BPC,Margaret Williamson,11184.13,619174
92749,2022,IR,360726,FUTURE PERFECT WINE,2933 SAN MARCOS AVE STE,LOS OLIVOS,93441,Total,BP2,Joey Forner,757.03,622852
92750,2022,IR,360727,TOPPER LIQUOR,3061 W 8TH ST,LOS ANGELES,90005,Total,BPA,Mark Goldfarb,3580.67,618708
92751,2022,IR,360732,JERRY'S MARKET,1491 S MAIN ST,MILPITAS,95035,Total,JT4,Lara Nevin,6451.96,622706
92752,2022,IR,360735,3 BROTHERS LIQUOR,1031 BROADWAY,EL CAJON,92021,Total,BR8,Wessam E Kamel,2745,602512
92753,2022,IR,360737,PRIME NOW MAC9,6235 E SPRING ST,LONG BEACH,90808,Total,30A,Debra Defarcy,24272.93,621315
92754,2022,IR,360741,GOLDEN BEAR TRADING,1401 6TH AVE,SAN FRANCISCO,94122,Total,JR7,House-Jr7,942,607202
92755,2022,IR,360749,LIQUOR MART,517 MARINA CENTER,SUISUN CITY,94585,Total,JS1,Yvette Sanchez,371,537546
92756,2022,IR,360751,FREMONT MARKET,2330 N ST,SACRAMENTO,95816,Total,JS2,Donald Morisi,5124.6,621472
92757,2022,IR,360765,DISCOUNT LIQUOR MARKET,807-809 S EUCLID ST,ANAHEIM,92802,Total,BQA,Derrek Wilkinson,2414.57,613093
92758,2022,IR,360766,CREST BALBOA LIQUOR,6139 BALBOA AVE,SAN DIEGO,92111,Total,BR8,Wessam E Kamel,917.48,606823
92759,2022,IR,360767,COLUSA MARKET,406 COLUSA AVE,KENSINGTON,94707,Total,JS3,Tri Pho,9927.77,627970
92760,2022,IR,360782,TAHONA MERCADO,1168 LEAVENWORTH ST,SAN FRANCISCO,94109,Total,JR6,Doo Chi,6220.53,622270
92761,2022,IR,360782,TAHONA MERCADO / LA MISA LLC,1168 LEAVENWORTH ST,SAN FRANCISCO,94109,Total,JR6,Doo Chi,22299.58,622270
92762,2022,IR,360787,IRVINE RANCH MARKET AT MARBELL,31109 RANCHO VIEJO RD #1,SAN JUAN CAPISTR,92675,Total,BQ8,Brian Reilly,76419.95,623557
92763,2022,IR,360795,OLD TOWN LIQUOR & DELI WHSE,2785 KURTZ ST UNIT #1,SAN DIEGO,92110,Total,BR9,Rosana Hin,60918,317668
92764,2022,IR,360796,CORK & SABER,5650 EL CAMINO REAL SUIT,CARLSBAD,92008,Total,BR1,Kevin Shelton,18017.88,616936
92765,2022,IR,360811,SUN CITY MARKET & SPIRITS,1510 DEL WEBB BLVD SUITE,LINCOLN,95648,Total,JS7,Addison Morphy,1080,608483
92766,2022,IR,360825,CORNER MARKET,1194 EAST LASSEN AVE STE,CHICO,95973,Total,624,Scott Sullwold,1247.4,545054
92767,2022,IR,360834,THE WINE STOP (ON PREM),337 PRIMROSE AVE,BURLINGAME,94010,Total,JT1,Justin Koury,1200,544817
92768,2022,IR,360837,RTF WINES,739 10TH ST STE B,SANTA MONICA,90402,Total,BQ4,Megan Mcloone,360,613020
92769,2022,IR,360847,FRYS MARKET,115 15TH ST,NEWPORT BEACH,92663,Total,BQ9,Rick Lent,2924.45,622686
92770,2022,IR,360851,POP N CORK LIQUORS & 360055,1190 EAST AVE,TURLOCK,95380,Total,JI2,Tom Nunes,840,443347
92771,2022,IR,360860,TERNERS LIQUOR,8850 W SUNSET BLVD,WEST HOLLYWOOD,90069,Total,BPA,Mark Goldfarb,8693.1,622594
92772,2022,IR,360861,PLABOY LIQUOR,11555 VENTURA BLVD,STUDIO CITY,91604,Total,BP7,Daniel Krausz,67598.45,623442
92773,2022,IR,360864,EAGLE FEATHER TRADING POST,31071 HIGHWAY 190,SPRINGVILLE,93265,Total,JI3,House-Ji3,3759.79,556415
92774,2022,IR,360874,STILL HOUSE WINES & SPIRITS,471-73 E SAN BERNARDINO,COVINA,91723,Total,BR4,Chandra Pulicari,2223.5,622868
92775,2022,IR,360876,YREKA LIQUOR LAND,100 MONTAGUE RD,YREKA,96097,Total,624,Scott Sullwold,432,563705
92776,2022,IR,360895,HOPES LIQUOR MARKET,1216 W 7TH ST,LOS ANGELES,90017,Total,BPB,Jason Tragni,5377.91,609571
92777,2022,IR,360907,CERTIFIED MARKET,22007 BUSHARD ST,HUNTINGTON BEACH,92646,Total,BQ9,Rick Lent,3224.9,476728
92778,2022,IR,360912,CAMPUS LIQUOR,321 N STATE COLLEGE BLVD,FULLERTON,92831,Total,BQA,Derrek Wilkinson,5426.52,619320
92779,2022,IR,360913,UNCORKED WINE BAR,22342 EL PASEO STE A,RANCHO SANTA MAR,92688,Total,BQ8,Brian Reilly,399,619396
92780,2022,IR,360917,BAL HARBOR LIQUOR,510 E BALBOA BLVD,NEWPORT BEACH,92661,Total,BQ9,Rick Lent,5453.7,344285
92781,2022,IR,360918,GROVER BEACH BEVERAGE,1199 W GRAND AVE,GROVER BEACH,93433,Total,BP3,House-Bp3,7289.59,622629
92782,2022,IR,360920,THREE RIVERS MARKET & LIQUOR,40869 SIERRA DR,THREE RIVERS,93271,Total,JI3,House-Ji3,4708.41,621810
92783,2022,IR,360927,WESTERN SUNSET MARKET,4099 JUDAH ST,SAN FRANCISCO,94122,Total,JR5,Roberta Lafrance,5440.11,621972
92784,2022,IR,360928,MARINA LIQUOR,1265 UNIVERSITY AVE,BERKELEY,94702,Total,JS4,April Lopez,5758.48,607105
92785,2022,IR,360930,M & C LIQUOR,1560 ORANGE ST,REDLANDS,92374,Total,BR6,James Baray,1363,603760
92786,2022,IR,360935,ELK GROVE CHEVRON,9603 E STOCKTON BLVD,ELK GROVE,95624,Total,JS2,Donald Morisi,495,620486
92787,2022,IR,360946,US LOS ANGELES AFB,483 N AVIATION BLVD BLDG,EL SEGUNDO,90245,Total,BQ7,Jeff Stockstad,14672.87,
92788,2022,IR,360950,CIRCLE K,681 E FOOTHILL BLVD,UPLAND,91786,Total,BR6,James Baray,1149.21,598219
92789,2022,IR,360953,ROSE MARKET,1250 E SANTA CLARA ST,SAN JOSE,95116,Total,JT7,James Rinfret,2054.41,605618
